order_number,line_item,order_date,delivery_date,customerkey,productkey,quantity,currency_code,open_date,gender,first_name,last_name,city,state_code,state,zip_code,country,continent,birthday,year,month,age,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,Exchange_Rate,Generation
752006,4,2017-01-21,2017-01-25,1450086,1674,3,USD,2010-01-01,Female,Mabel,Carrasquillo,San Diego,CA,California,92121,United States,North America,1965-12-31,1965,December,59,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
756004,2,2017-01-25,2017-01-30,1503301,1674,3,USD,2010-01-01,Female,Sophie,Aguilar,Louisville,KY,Kentucky,40202,United States,North America,1954-10-04,1954,October,70,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
1854027,2,2020-01-28,2020-01-31,1739983,1674,3,USD,2010-01-01,Male,Jason,Williamson,Bloomville,OH,Ohio,44818,United States,North America,1974-12-05,1974,December,50,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Tech Boom (1971-1990)
1701005,3,2019-08-28,2019-03-09,1702221,1674,1,USD,2010-01-01,Male,Matthew,Flemming,Anaheim,CA,California,92805,United States,North America,1936-12-06,1936,December,88,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Early Era (1935-1950)
1115011,1,2018-01-19,2018-01-26,511426,1674,1,EUR,2010-01-01,Female,Daniela,Kalb,Golssen,BB,Brandenburg,15937,Germany,Europe,1939-05-30,1939,May,85,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,0.8160,Early Era (1935-1950)
1157007,2,2018-02-03,2018-08-03,1387724,1674,3,USD,2010-01-01,Male,Henry,Salmon,San Antonio,TX,Texas,78205,United States,North America,1954-11-04,1954,November,70,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
1218018,1,2018-02-05,2018-07-05,1559760,1674,7,USD,2010-01-01,Female,Niki,Jensen,Fair Oaks,CA,California,95628,United States,North America,1991-02-15,1991,February,33,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Modern Era (1991-2015)
1389032,1,2018-10-20,2018-10-22,660527,1674,3,EUR,2010-01-01,Male,Vachel,Coupart,MONTPELLIER,LN,Languedoc-Roussillon,34080,France,Europe,1967-04-24,1967,April,57,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,0.8718,Digital Revolution (1951-1970)
1334001,1,2018-08-26,2018-08-30,581789,1674,3,EUR,2010-01-01,Male,Patrick,Sankt,Ringstedt,NI,Niedersachsen,27624,Germany,Europe,1998-12-11,1998,December,26,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,0.8630,Modern Era (1991-2015)
1375009,6,2018-06-10,2018-11-10,436818,1674,4,EUR,2010-01-01,Female,Martina,Schneider,Karlsruhe Daxlanden,BW,Baden-Wurttemberg,76185,Germany,Europe,1954-12-08,1954,December,70,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,0.8691,Digital Revolution (1951-1970)
1664009,2,2019-07-22,2019-07-25,2042291,1674,1,USD,2010-01-01,Male,Verne,Terrazas,Alpharetta,GA,Georgia,30201,United States,North America,1998-08-20,1998,August,26,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Modern Era (1991-2015)
1445042,2,2018-12-15,2018-12-17,1260588,1674,7,USD,2010-01-01,Female,Berniece,Turner,Chicago,IL,Illinois,60607,United States,North America,1999-03-23,1999,March,25,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Modern Era (1991-2015)
1464023,1,2019-03-01,2019-06-01,1956840,1674,1,USD,2010-01-01,Male,Fran,Vidovic,Waco,TX,Texas,76706,United States,North America,1957-05-17,1957,May,67,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
1715027,1,2019-11-09,2019-09-18,921903,1674,1,GBP,2010-01-01,Male,Toby,Norton,STEMSTER,Highland,Highland,KW5 2BE,United Kingdom,Europe,1993-03-22,1993,March,31,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,0.8101,Modern Era (1991-2015)
1828042,2,2020-02-01,2020-05-01,959700,1674,2,GBP,2010-01-01,Male,William,Abbott,GILLINGHAM,Suffolk,Suffolk,NR34 3GR,United Kingdom,Europe,1951-04-09,1951,April,73,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,0.7579,Digital Revolution (1951-1970)
1861018,2,2020-04-02,2020-08-02,422548,1674,2,EUR,2010-01-01,Female,Jessica,Adler,Crivitz,MV,Mecklenburg-Vorpommern,19087,Germany,Europe,1968-06-07,1968,June,56,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,0.9051,Digital Revolution (1951-1970)
1878031,3,2020-02-21,2020-02-25,1882274,1674,4,USD,2010-01-01,Male,Peter,Moseley,Tallahassee,FL,Florida,32311,United States,North America,1937-05-24,1937,May,87,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.0000,Early Era (1935-1950)
2005013,1,2020-06-27,2020-02-07,28690,1674,6,AUD,2010-01-01,Male,Leo,Walcott,MILLCHESTER,QLD,Queensland,4820,Australia,Australia,1987-12-09,1987,December,37,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.4548,Tech Boom (1971-1990)
2239000,2,2021-02-16,2021-02-20,37585,1674,2,AUD,2010-01-01,Female,Lauren,Fink,YELTA,SA,South Australia,5558,Australia,Australia,1944-04-17,1944,April,80,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.5600,6.9900,701,Boxed Games,7,Games and Toys,1.2858,Early Era (1935-1950)
367005,4,2016-02-01,2016-10-01,758280,2511,9,EUR,2010-01-01,Male,Adolfo,Genovesi,Teglia,GE,Genova,16161,Italy,Europe,1993-07-29,1993,July,31,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.9185,Modern Era (1991-2015)
1345026,3,2018-06-09,2018-08-09,352719,2511,3,CAD,2010-01-01,Male,Austin,Paras,Digby,NS,Nova Scotia,B0V 1A0,Canada,North America,1950-09-07,1950,September,74,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,1.3184,Early Era (1935-1950)
724023,1,2016-12-24,2016-12-30,755735,2511,5,EUR,2010-01-01,Male,Frediano,Rizzo,Menconico,PV,Pavia,27050,Italy,Europe,1969-05-16,1969,May,55,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.9573,Digital Revolution (1951-1970)
766011,1,2017-04-02,2017-08-02,758534,2511,3,EUR,2010-01-01,Female,Linda,Moretti,Genova,GE,Genova,16149,Italy,Europe,1969-11-13,1969,November,55,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.9310,Digital Revolution (1951-1970)
1451039,5,2018-12-21,2018-12-23,1127638,2511,4,GBP,2010-01-01,Male,Harrison,Carr,NORTON MALREWARD,Bristol,Bristol,BS18 7PP,United Kingdom,Europe,1971-04-22,1971,April,53,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.7904,Tech Boom (1971-1990)
1123012,4,2018-01-27,2018-01-02,563427,2511,2,EUR,2010-01-01,Male,Tobias,Faust,Heidenau,NI,Niedersachsen,21258,Germany,Europe,1943-01-11,1943,January,81,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.8041,Early Era (1935-1950)
1352026,2,2018-09-13,2018-09-18,1706876,2511,3,USD,2010-01-01,Male,Ron,Williams,Boston,MA,Massachusetts,2114,United States,North America,1982-02-25,1982,February,42,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,1.0000,Tech Boom (1971-1990)
1375037,2,2018-06-10,2018-09-10,55411,2511,8,AUD,2010-01-01,Female,Lilian,Stainforth,PHOENIX PARK,NSW,New South Wales,2321,Australia,Australia,1982-05-02,1982,May,42,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,1.4140,Tech Boom (1971-1990)
1447011,3,2018-12-17,2018-12-19,2080138,2511,6,USD,2010-01-01,Female,Sofia,Drageset,Duluth,GA,Georgia,30136,United States,North America,1956-02-06,1956,February,68,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1469034,4,2019-08-01,2019-12-01,1088108,2511,3,GBP,2010-01-01,Female,Alicia,Mills,BRANSFORD BRIDGE,Worcester,Worcester,WR6 9PE,United Kingdom,Europe,1936-03-30,1936,March,88,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.7845,Early Era (1935-1950)
1778024,2,2019-11-13,2019-11-17,1748312,2511,4,USD,2010-01-01,Female,Erika,Miller,Pittsburgh,PA,Pennsylvania,15219,United States,North America,1958-04-22,1958,April,66,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1723002,4,2019-09-19,2019-09-22,1484131,2511,2,USD,2010-01-01,Female,Dianne,Hesse,Brentwood,TN,Tennessee,37027,United States,North America,1978-10-11,1978,October,46,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,1.0000,Tech Boom (1971-1990)
1882030,4,2020-02-25,2020-02-27,689695,2511,5,EUR,2010-01-01,Female,Estelle,Lacroix,SAINT-BRIEUC,BR,Bretagne,22000,France,Europe,1966-10-20,1966,October,58,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.9225,Digital Revolution (1951-1970)
1871016,2,2020-02-14,2020-02-25,1967848,2511,2,USD,2010-01-01,Male,Branko,Cerkez,Grove City,OH,Ohio,43123,United States,North America,1945-01-04,1945,January,79,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,1.0000,Early Era (1935-1950)
2189002,2,2020-12-28,2020-12-31,501361,2511,1,EUR,2010-01-01,Male,Dirk,Biermann,Wiesbaden,HE,Hessen,65183,Germany,Europe,1981-08-13,1981,August,43,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.0700,4.0600,505,Cell phones Accessories,5,Cell phones,0.8184,Tech Boom (1971-1990)
367005,5,2016-02-01,2016-10-01,758280,1720,2,EUR,2010-01-01,Male,Adolfo,Genovesi,Teglia,GE,Genova,16161,Italy,Europe,1993-07-29,1993,July,31,MGS Zoo Tycoon 2: African Adventure M280,Tailspin Toys,Black,32.2500,70.1300,702,Download Games,7,Games and Toys,0.9185,Modern Era (1991-2015)
367005,6,2016-02-01,2016-10-01,758280,1597,7,EUR,2010-01-01,Male,Adolfo,Genovesi,Teglia,GE,Genova,16161,Italy,Europe,1993-07-29,1993,July,31,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.9185,Modern Era (1991-2015)
915001,3,2017-03-07,2017-08-07,1718289,1597,2,USD,2010-01-01,Male,Mark,Hawkins,Chicago,IL,Illinois,60607,United States,North America,1956-07-17,1956,July,68,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
918012,2,2017-06-07,2017-10-07,1017065,1597,7,GBP,2010-01-01,Female,Rebecca,Holland,COTON,Staffordshire,Staffordshire,ST18 9GP,United Kingdom,Europe,1974-08-25,1974,August,50,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.7731,Tech Boom (1971-1990)
990016,1,2017-09-16,2017-09-26,1698662,1597,5,USD,2010-01-01,Female,Elizabeth,Turner,Columbus,GA,Georgia,31901,United States,North America,1946-02-23,1946,February,78,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
960002,2,2017-08-17,2017-08-20,736272,1597,2,EUR,2010-01-01,Female,Erminia,Milano,Ruta,GE,Genova,16030,Italy,Europe,1978-01-16,1978,January,46,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.8549,Tech Boom (1971-1990)
1066007,3,2017-01-12,2017-06-12,1639477,1597,4,USD,2010-01-01,Female,Anne,Knight,Portland,OR,Oregon,97212,United States,North America,1993-02-19,1993,February,31,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Modern Era (1991-2015)
1098003,1,2018-02-01,2018-05-01,1853251,1597,5,USD,2010-01-01,Female,Kelli,Boisvert,Davenport,NY,New York,13750,United States,North America,1953-12-12,1953,December,71,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1130004,4,2018-03-02,2018-08-02,1253166,1597,5,USD,2010-01-01,Male,John,Watson,Woburn,MA,Massachusetts,1801,United States,North America,1966-04-24,1966,April,58,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1168005,1,2018-03-13,2018-03-20,1653529,1597,2,USD,2010-01-01,Male,Clarence,McBride,Dumas,AR,Arkansas,71639,United States,North America,1987-10-24,1987,October,37,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
1218018,3,2018-02-05,2018-07-05,1559760,1597,1,USD,2010-01-01,Female,Niki,Jensen,Fair Oaks,CA,California,95628,United States,North America,1991-02-15,1991,February,33,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Modern Era (1991-2015)
1462029,3,2019-01-01,2019-04-01,526851,1597,1,EUR,2010-01-01,Female,Jana,Konig,Drage,NI,Niedersachsen,21423,Germany,Europe,1996-01-01,1996,January,28,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.8734,Modern Era (1991-2015)
1239005,2,2018-05-23,2018-05-25,1690713,1597,2,USD,2010-01-01,Male,Justin,Engelhardt,Humboldt,NE,Nebraska,68376,United States,North America,1942-10-19,1942,October,82,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
1729024,1,2019-09-25,2019-09-29,527421,1597,4,EUR,2010-01-01,Female,Sophia,Berg,Simbach,BY,Freistaat Bayern,84355,Germany,Europe,1980-08-16,1980,August,44,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.9106,Tech Boom (1971-1990)
1394029,1,2018-10-25,2018-10-28,948832,1597,6,GBP,2010-01-01,Male,Ellis,Rice,BIRTHORPE,North Kesteven,North Kesteven,NG34 2YB,United Kingdom,Europe,1981-09-04,1981,September,43,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.7755,Tech Boom (1971-1990)
1504031,1,2019-12-02,2019-02-15,265666,1597,6,CAD,2010-01-01,Male,Amos,Gibbs,Port Hardy,BC,British Columbia,V0N 2P0,Canada,North America,1953-01-15,1953,January,71,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.3252,Digital Revolution (1951-1970)
1681009,1,2019-08-08,2019-08-13,387658,1597,3,CAD,2010-01-01,Male,William,Conn,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1957-01-10,1957,January,67,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.3289,Digital Revolution (1951-1970)
1702009,3,2019-08-29,2019-02-09,1774187,1597,5,USD,2010-01-01,Male,James,Chatman,College Park,MD,Maryland,20741,United States,North America,1986-11-08,1986,November,38,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
1794025,2,2019-11-29,2019-02-12,497370,1597,3,EUR,2010-01-01,Male,Lucas,Gottlieb,Steineroth,RP,Rheinland-Pfalz,57518,Germany,Europe,1988-01-16,1988,January,36,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.9106,Tech Boom (1971-1990)
1834048,1,2020-08-01,2020-01-18,750228,1597,3,EUR,2010-01-01,Male,Alfonsino,Dellucci,Manzi,SA,Salerno,84082,Italy,Europe,1982-05-03,1982,May,42,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.8997,Tech Boom (1971-1990)
1956007,3,2020-09-05,2020-12-05,662638,1597,1,EUR,2010-01-01,Female,Manon,Lang,SAINT-LOUIS,AL,Alsace,68300,France,Europe,1939-07-10,1939,July,85,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",0.9223,Early Era (1935-1950)
2087008,1,2020-09-17,2020-09-20,1303887,1597,1,USD,2010-01-01,Male,Keith,Wallis,Atlanta,GA,Georgia,30303,United States,North America,1981-08-12,1981,August,43,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.6200,57.8800,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
367005,7,2016-02-01,2016-10-01,758280,784,1,EUR,2010-01-01,Male,Adolfo,Genovesi,Teglia,GE,Genova,16161,Italy,Europe,1993-07-29,1993,July,31,Contoso Laptop Starter Bundle M200 White,Contoso,White,7.5900,16.5000,308,Computers Accessories,3,Computers,0.9185,Modern Era (1991-2015)
1629012,3,2019-06-17,2019-06-20,772646,784,2,EUR,2010-01-01,Female,Artemisia,Siciliani,Prasco,AL,Alessandria,15010,Italy,Europe,1948-01-18,1948,January,76,Contoso Laptop Starter Bundle M200 White,Contoso,White,7.5900,16.5000,308,Computers Accessories,3,Computers,0.8902,Early Era (1935-1950)
1629016,1,2019-06-17,2019-06-19,1013139,784,5,GBP,2010-01-01,Male,Alex,Wheeler,LIENASSIE,Highland,Highland,IV40 1YD,United Kingdom,Europe,1942-09-22,1942,September,82,Contoso Laptop Starter Bundle M200 White,Contoso,White,7.5900,16.5000,308,Computers Accessories,3,Computers,0.7941,Early Era (1935-1950)
1841023,1,2020-01-15,2020-01-16,1696481,784,10,USD,2010-01-01,Male,Carlos,Lindsey,Spokane,WA,Washington,99201,United States,North America,1952-06-02,1952,June,72,Contoso Laptop Starter Bundle M200 White,Contoso,White,7.5900,16.5000,308,Computers Accessories,3,Computers,1.0000,Digital Revolution (1951-1970)
1826047,1,2019-12-31,2020-05-01,758280,1169,3,EUR,2010-01-01,Male,Adolfo,Genovesi,Teglia,GE,Genova,16161,Italy,Europe,1993-07-29,1993,July,31,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,Fabrikam,White,260.2800,566.0000,405,Camcorders,4,Cameras and camcorders,0.8902,Modern Era (1991-2015)
1826047,2,2019-12-31,2020-05-01,758280,104,3,EUR,2010-01-01,Male,Adolfo,Genovesi,Teglia,GE,Genova,16161,Italy,Europe,1993-07-29,1993,July,31,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,White,52.8800,115.0000,106,Bluetooth Headphones,1,Audio,0.8902,Modern Era (1991-2015)
1984020,3,2020-06-06,2020-07-06,1378439,104,7,USD,2010-01-01,Female,Maria,Reid,Jackson,MS,Mississippi,39213,United States,North America,1992-07-27,1992,July,32,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,White,52.8800,115.0000,106,Bluetooth Headphones,1,Audio,1.0000,Modern Era (1991-2015)
430003,2,2016-05-03,2016-11-03,1478631,104,1,USD,2010-01-01,Female,Linda,Leach,Silverdale,WA,Washington,98383,United States,North America,1947-06-01,1947,June,77,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,White,52.8800,115.0000,106,Bluetooth Headphones,1,Audio,1.0000,Early Era (1935-1950)
596005,3,2016-08-18,2016-08-22,1097591,104,3,GBP,2010-01-01,Male,Taylor,Mitchell,BELTON,Charnwood,Charnwood,LE12 9RG,United Kingdom,Europe,1936-10-20,1936,October,88,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,White,52.8800,115.0000,106,Bluetooth Headphones,1,Audio,0.7603,Early Era (1935-1950)
